code,link,county
1.10E+11,01/110101.html,东城区
1.10E+11,01/110102.html,西城区
1.10E+11,01/110105.html,朝阳区
1.10E+11,01/110106.html,丰台区
1.10E+11,01/110107.html,石景山区
1.10E+11,01/110108.html,海淀区
1.10E+11,01/110109.html,门头沟区
1.10E+11,01/110111.html,房山区
1.10E+11,01/110112.html,通州区
1.10E+11,01/110113.html,顺义区
1.10E+11,01/110114.html,昌平区
1.10E+11,01/110115.html,大兴区
1.10E+11,01/110116.html,怀柔区
1.10E+11,01/110117.html,平谷区
1.10E+11,01/110118.html,密云区
1.10E+11,01/110119.html,延庆区
1.20E+11,01/120101.html,和平区
1.20E+11,01/120102.html,河东区
1.20E+11,01/120103.html,河西区
1.20E+11,01/120104.html,南开区
1.20E+11,01/120105.html,河北区
1.20E+11,01/120106.html,红桥区
1.20E+11,01/120110.html,东丽区
1.20E+11,01/120111.html,西青区
1.20E+11,01/120112.html,津南区
1.20E+11,01/120113.html,北辰区
1.20E+11,01/120114.html,武清区
1.20E+11,01/120115.html,宝坻区
1.20E+11,01/120116.html,滨海新区
1.20E+11,01/120117.html,宁河区
1.20E+11,01/120118.html,静海区
1.20E+11,01/120119.html,蓟州区
1.30E+11,,市辖区
1.30E+11,01/130102.html,长安区
1.30E+11,01/130104.html,桥西区
1.30E+11,01/130105.html,新华区
1.30E+11,01/130107.html,井陉矿区
1.30E+11,01/130108.html,裕华区
1.30E+11,01/130109.html,藁城区
1.30E+11,01/130110.html,鹿泉区
1.30E+11,01/130111.html,栾城区
1.30E+11,01/130121.html,井陉县
1.30E+11,01/130123.html,正定县
1.30E+11,01/130125.html,行唐县
1.30E+11,01/130126.html,灵寿县
1.30E+11,01/130127.html,高邑县
1.30E+11,01/130128.html,深泽县
1.30E+11,01/130129.html,赞皇县
1.30E+11,01/130130.html,无极县
1.30E+11,01/130131.html,平山县
1.30E+11,01/130132.html,元氏县
1.30E+11,01/130133.html,赵县
1.30E+11,01/130171.html,石家庄高新技术产业开发区
1.30E+11,01/130172.html,石家庄循环化工园区
1.30E+11,01/130181.html,辛集市
1.30E+11,01/130183.html,晋州市
1.30E+11,01/130184.html,新乐市
1.30E+11,,市辖区
1.30E+11,02/130202.html,路南区
1.30E+11,02/130203.html,路北区
1.30E+11,02/130204.html,古冶区
1.30E+11,02/130205.html,开平区
1.30E+11,02/130207.html,丰南区
1.30E+11,02/130208.html,丰润区
1.30E+11,02/130209.html,曹妃甸区
1.30E+11,02/130224.html,滦南县
1.30E+11,02/130225.html,乐亭县
1.30E+11,02/130227.html,迁西县
1.30E+11,02/130229.html,玉田县
1.30E+11,02/130271.html,唐山市芦台经济技术开发区
1.30E+11,02/130272.html,唐山市汉沽管理区
1.30E+11,02/130273.html,唐山高新技术产业开发区
1.30E+11,02/130274.html,河北唐山海港经济开发区
1.30E+11,02/130281.html,遵化市
1.30E+11,02/130283.html,迁安市
1.30E+11,02/130284.html,滦州市
1.30E+11,,市辖区
1.30E+11,03/130302.html,海港区
1.30E+11,03/130303.html,山海关区
1.30E+11,03/130304.html,北戴河区
1.30E+11,03/130306.html,抚宁区
1.30E+11,03/130321.html,青龙满族自治县
1.30E+11,03/130322.html,昌黎县
1.30E+11,03/130324.html,卢龙县
1.30E+11,03/130371.html,秦皇岛市经济技术开发区
1.30E+11,03/130372.html,北戴河新区
1.30E+11,,市辖区
1.30E+11,04/130402.html,邯山区
1.30E+11,04/130403.html,丛台区
1.30E+11,04/130404.html,复兴区
1.30E+11,04/130406.html,峰峰矿区
1.30E+11,04/130407.html,肥乡区
1.30E+11,04/130408.html,永年区
1.30E+11,04/130423.html,临漳县
1.30E+11,04/130424.html,成安县
1.30E+11,04/130425.html,大名县
1.30E+11,04/130426.html,涉县
1.30E+11,04/130427.html,磁县
1.30E+11,04/130430.html,邱县
1.30E+11,04/130431.html,鸡泽县
1.30E+11,04/130432.html,广平县
1.30E+11,04/130433.html,馆陶县
1.30E+11,04/130434.html,魏县
1.30E+11,04/130435.html,曲周县
1.30E+11,04/130471.html,邯郸经济技术开发区
1.30E+11,04/130473.html,邯郸冀南新区
1.30E+11,04/130481.html,武安市
1.31E+11,,市辖区
1.31E+11,05/130502.html,桥东区
1.31E+11,05/130503.html,桥西区
1.31E+11,05/130521.html,邢台县
1.31E+11,05/130522.html,临城县
1.31E+11,05/130523.html,内丘县
1.31E+11,05/130524.html,柏乡县
1.31E+11,05/130525.html,隆尧县
1.31E+11,05/130526.html,任县
1.31E+11,05/130527.html,南和县
1.31E+11,05/130528.html,宁晋县
1.31E+11,05/130529.html,巨鹿县
1.31E+11,05/130530.html,新河县
1.31E+11,05/130531.html,广宗县
1.31E+11,05/130532.html,平乡县
1.31E+11,05/130533.html,威县
1.31E+11,05/130534.html,清河县
1.31E+11,05/130535.html,临西县
1.31E+11,05/130571.html,河北邢台经济开发区
1.31E+11,05/130581.html,南宫市
1.31E+11,05/130582.html,沙河市
1.31E+11,,市辖区
1.31E+11,06/130602.html,竞秀区
1.31E+11,06/130606.html,莲池区
1.31E+11,06/130607.html,满城区
1.31E+11,06/130608.html,清苑区
1.31E+11,06/130609.html,徐水区
1.31E+11,06/130623.html,涞水县
1.31E+11,06/130624.html,阜平县
1.31E+11,06/130626.html,定兴县
1.31E+11,06/130627.html,唐县
1.31E+11,06/130628.html,高阳县
1.31E+11,06/130629.html,容城县
1.31E+11,06/130630.html,涞源县
1.31E+11,06/130631.html,望都县
1.31E+11,06/130632.html,安新县
1.31E+11,06/130633.html,易县
1.31E+11,06/130634.html,曲阳县
1.31E+11,06/130635.html,蠡县
1.31E+11,06/130636.html,顺平县
1.31E+11,06/130637.html,博野县
1.31E+11,06/130638.html,雄县
1.31E+11,06/130671.html,保定高新技术产业开发区
1.31E+11,06/130672.html,保定白沟新城
1.31E+11,06/130681.html,涿州市
1.31E+11,06/130682.html,定州市
1.31E+11,06/130683.html,安国市
1.31E+11,06/130684.html,高碑店市
1.31E+11,,市辖区
1.31E+11,07/130702.html,桥东区
1.31E+11,07/130703.html,桥西区
1.31E+11,07/130705.html,宣化区
1.31E+11,07/130706.html,下花园区
1.31E+11,07/130708.html,万全区
1.31E+11,07/130709.html,崇礼区
1.31E+11,07/130722.html,张北县
1.31E+11,07/130723.html,康保县
1.31E+11,07/130724.html,沽源县
1.31E+11,07/130725.html,尚义县
1.31E+11,07/130726.html,蔚县
1.31E+11,07/130727.html,阳原县
1.31E+11,07/130728.html,怀安县
1.31E+11,07/130730.html,怀来县
1.31E+11,07/130731.html,涿鹿县
1.31E+11,07/130732.html,赤城县
1.31E+11,07/130771.html,张家口市高新技术产业开发区
1.31E+11,07/130772.html,张家口市察北管理区
1.31E+11,07/130773.html,张家口市塞北管理区
1.31E+11,,市辖区
1.31E+11,08/130802.html,双桥区
1.31E+11,08/130803.html,双滦区
1.31E+11,08/130804.html,鹰手营子矿区
1.31E+11,08/130821.html,承德县
1.31E+11,08/130822.html,兴隆县
1.31E+11,08/130824.html,滦平县
1.31E+11,08/130825.html,隆化县
1.31E+11,08/130826.html,丰宁满族自治县
1.31E+11,08/130827.html,宽城满族自治县
1.31E+11,08/130828.html,围场满族蒙古族自治县
1.31E+11,08/130871.html,承德高新技术产业开发区
1.31E+11,08/130881.html,平泉市
1.31E+11,,市辖区
1.31E+11,09/130902.html,新华区
1.31E+11,09/130903.html,运河区
1.31E+11,09/130921.html,沧县
1.31E+11,09/130922.html,青县
1.31E+11,09/130923.html,东光县
1.31E+11,09/130924.html,海兴县
1.31E+11,09/130925.html,盐山县
1.31E+11,09/130926.html,肃宁县
1.31E+11,09/130927.html,南皮县
1.31E+11,09/130928.html,吴桥县
1.31E+11,09/130929.html,献县
1.31E+11,09/130930.html,孟村回族自治县
1.31E+11,09/130971.html,河北沧州经济开发区
1.31E+11,09/130972.html,沧州高新技术产业开发区
1.31E+11,09/130973.html,沧州渤海新区
1.31E+11,09/130981.html,泊头市
1.31E+11,09/130982.html,任丘市
1.31E+11,09/130983.html,黄骅市
1.31E+11,09/130984.html,河间市
1.31E+11,,市辖区
1.31E+11,10/131002.html,安次区
1.31E+11,10/131003.html,广阳区
1.31E+11,10/131022.html,固安县
1.31E+11,10/131023.html,永清县
1.31E+11,10/131024.html,香河县
1.31E+11,10/131025.html,大城县
1.31E+11,10/131026.html,文安县
1.31E+11,10/131028.html,大厂回族自治县
1.31E+11,10/131071.html,廊坊经济技术开发区
1.31E+11,10/131081.html,霸州市
1.31E+11,10/131082.html,三河市
1.31E+11,,市辖区
1.31E+11,11/131102.html,桃城区
1.31E+11,11/131103.html,冀州区
1.31E+11,11/131121.html,枣强县
1.31E+11,11/131122.html,武邑县
1.31E+11,11/131123.html,武强县
1.31E+11,11/131124.html,饶阳县
1.31E+11,11/131125.html,安平县
1.31E+11,11/131126.html,故城县
1.31E+11,11/131127.html,景县
1.31E+11,11/131128.html,阜城县
1.31E+11,11/131171.html,河北衡水高新技术产业开发区
1.31E+11,11/131172.html,衡水滨湖新区
1.31E+11,11/131182.html,深州市
1.40E+11,,市辖区
1.40E+11,01/140105.html,小店区
1.40E+11,01/140106.html,迎泽区
1.40E+11,01/140107.html,杏花岭区
1.40E+11,01/140108.html,尖草坪区
1.40E+11,01/140109.html,万柏林区
1.40E+11,01/140110.html,晋源区
1.40E+11,01/140121.html,清徐县
1.40E+11,01/140122.html,阳曲县
1.40E+11,01/140123.html,娄烦县
1.40E+11,01/140171.html,山西转型综合改革示范区
1.40E+11,01/140181.html,古交市
1.40E+11,02/140212.html,新荣区
1.40E+11,02/140213.html,平城区
1.40E+11,02/140214.html,云冈区
1.40E+11,02/140215.html,云州区
1.40E+11,02/140221.html,阳高县
1.40E+11,02/140222.html,天镇县
1.40E+11,02/140223.html,广灵县
1.40E+11,02/140224.html,灵丘县
1.40E+11,02/140225.html,浑源县
1.40E+11,02/140226.html,左云县
1.40E+11,02/140271.html,山西大同经济开发区
1.40E+11,03/140302.html,城区
1.40E+11,03/140303.html,矿区
1.40E+11,03/140311.html,郊区
1.40E+11,03/140321.html,平定县
1.40E+11,03/140322.html,盂县
1.40E+11,,市辖区
1.40E+11,04/140403.html,潞州区
1.40E+11,04/140404.html,上党区
1.40E+11,04/140405.html,屯留区
1.40E+11,04/140406.html,潞城区
1.40E+11,04/140423.html,襄垣县
1.40E+11,04/140425.html,平顺县
1.40E+11,04/140426.html,黎城县
1.40E+11,04/140427.html,壶关县
1.40E+11,04/140428.html,长子县
1.40E+11,04/140429.html,武乡县
1.40E+11,04/140430.html,沁县
1.40E+11,04/140431.html,沁源县
1.40E+11,04/140471.html,山西长治高新技术产业园区
1.41E+11,,市辖区
1.41E+11,05/140502.html,城区
1.41E+11,05/140521.html,沁水县
1.41E+11,05/140522.html,阳城县
1.41E+11,05/140524.html,陵川县
1.41E+11,05/140525.html,泽州县
1.41E+11,05/140581.html,高平市
1.41E+11,,市辖区
1.41E+11,06/140602.html,朔城区
1.41E+11,06/140603.html,平鲁区
1.41E+11,06/140621.html,山阴县
1.41E+11,06/140622.html,应县
1.41E+11,06/140623.html,右玉县
1.41E+11,06/140671.html,山西朔州经济开发区
1.41E+11,06/140681.html,怀仁市
1.41E+11,,市辖区
1.41E+11,07/140702.html,榆次区
1.41E+11,07/140721.html,榆社县
1.41E+11,07/140722.html,左权县
1.41E+11,07/140723.html,和顺县
1.41E+11,07/140724.html,昔阳县
1.41E+11,07/140725.html,寿阳县
1.41E+11,07/140726.html,太谷县
1.41E+11,07/140727.html,祁县
1.41E+11,07/140728.html,平遥县
1.41E+11,07/140729.html,灵石县
1.41E+11,07/140781.html,介休市
1.41E+11,,市辖区
1.41E+11,08/140802.html,盐湖区
1.41E+11,08/140821.html,临猗县
1.41E+11,08/140822.html,万荣县
1.41E+11,08/140823.html,闻喜县
1.41E+11,08/140824.html,稷山县
1.41E+11,08/140825.html,新绛县
1.41E+11,08/140826.html,绛县
1.41E+11,08/140827.html,垣曲县
1.41E+11,08/140828.html,夏县
1.41E+11,08/140829.html,平陆县
1.41E+11,08/140830.html,芮城县
1.41E+11,08/140881.html,永济市
1.41E+11,08/140882.html,河津市
1.41E+11,,市辖区
1.41E+11,09/140902.html,忻府区
1.41E+11,09/140921.html,定襄县
1.41E+11,09/140922.html,五台县
1.41E+11,09/140923.html,代县
1.41E+11,09/140924.html,繁峙县
1.41E+11,09/140925.html,宁武县
1.41E+11,09/140926.html,静乐县
1.41E+11,09/140927.html,神池县
1.41E+11,09/140928.html,五寨县
1.41E+11,09/140929.html,岢岚县
1.41E+11,09/140930.html,河曲县
1.41E+11,09/140931.html,保德县
1.41E+11,09/140932.html,偏关县
1.41E+11,09/140971.html,五台山风景名胜区
1.41E+11,09/140981.html,原平市
1.41E+11,,市辖区
1.41E+11,10/141002.html,尧都区
1.41E+11,10/141021.html,曲沃县
1.41E+11,10/141022.html,翼城县
1.41E+11,10/141023.html,襄汾县
1.41E+11,10/141024.html,洪洞县
1.41E+11,10/141025.html,古县
1.41E+11,10/141026.html,安泽县
1.41E+11,10/141027.html,浮山县
1.41E+11,10/141028.html,吉县
1.41E+11,10/141029.html,乡宁县
1.41E+11,10/141030.html,大宁县
1.41E+11,10/141031.html,隰县
1.41E+11,10/141032.html,永和县
1.41E+11,10/141033.html,蒲县
1.41E+11,10/141034.html,汾西县
1.41E+11,10/141081.html,侯马市
1.41E+11,10/141082.html,霍州市
1.41E+11,,市辖区
1.41E+11,11/141102.html,离石区
1.41E+11,11/141121.html,文水县
1.41E+11,11/141122.html,交城县
1.41E+11,11/141123.html,兴县
1.41E+11,11/141124.html,临县
1.41E+11,11/141125.html,柳林县
1.41E+11,11/141126.html,石楼县
1.41E+11,11/141127.html,岚县
1.41E+11,11/141128.html,方山县
1.41E+11,11/141129.html,中阳县
1.41E+11,11/141130.html,交口县
1.41E+11,11/141181.html,孝义市
1.41E+11,11/141182.html,汾阳市
1.50E+11,,市辖区
1.50E+11,01/150102.html,新城区
1.50E+11,01/150103.html,回民区
1.50E+11,01/150104.html,玉泉区
1.50E+11,01/150105.html,赛罕区
1.50E+11,01/150121.html,土默特左旗
1.50E+11,01/150122.html,托克托县
1.50E+11,01/150123.html,和林格尔县
1.50E+11,01/150124.html,清水河县
1.50E+11,01/150125.html,武川县
1.50E+11,01/150171.html,呼和浩特金海工业园区
1.50E+11,01/150172.html,呼和浩特经济技术开发区
1.50E+11,,市辖区
1.50E+11,02/150202.html,东河区
1.50E+11,02/150203.html,昆都仑区
1.50E+11,02/150204.html,青山区
1.50E+11,02/150205.html,石拐区
1.50E+11,02/150206.html,白云鄂博矿区
1.50E+11,02/150207.html,九原区
1.50E+11,02/150221.html,土默特右旗
1.50E+11,02/150222.html,固阳县
1.50E+11,02/150223.html,达尔罕茂明安联合旗
1.50E+11,02/150271.html,包头稀土高新技术产业开发区
1.50E+11,,市辖区
1.50E+11,03/150302.html,海勃湾区
1.50E+11,03/150303.html,海南区
1.50E+11,03/150304.html,乌达区
1.50E+11,,市辖区
1.50E+11,04/150402.html,红山区
1.50E+11,04/150403.html,元宝山区
1.50E+11,04/150404.html,松山区
1.50E+11,04/150421.html,阿鲁科尔沁旗
1.50E+11,04/150422.html,巴林左旗
1.50E+11,04/150423.html,巴林右旗
1.50E+11,04/150424.html,林西县
1.50E+11,04/150425.html,克什克腾旗
1.50E+11,04/150426.html,翁牛特旗
1.50E+11,04/150428.html,喀喇沁旗
1.50E+11,04/150429.html,宁城县
1.50E+11,04/150430.html,敖汉旗
1.51E+11,,市辖区
1.51E+11,05/150502.html,科尔沁区
1.51E+11,05/150521.html,科尔沁左翼中旗
1.51E+11,05/150522.html,科尔沁左翼后旗
1.51E+11,05/150523.html,开鲁县
1.51E+11,05/150524.html,库伦旗
1.51E+11,05/150525.html,奈曼旗
1.51E+11,05/150526.html,扎鲁特旗
1.51E+11,05/150571.html,通辽经济技术开发区
1.51E+11,05/150581.html,霍林郭勒市
1.51E+11,06/150602.html,东胜区
1.51E+11,06/150603.html,康巴什区
1.51E+11,06/150621.html,达拉特旗
1.51E+11,06/150622.html,准格尔旗
1.51E+11,06/150623.html,鄂托克前旗
1.51E+11,06/150624.html,鄂托克旗
1.51E+11,06/150625.html,杭锦旗
1.51E+11,06/150626.html,乌审旗
1.51E+11,06/150627.html,伊金霍洛旗
1.51E+11,,市辖区
1.51E+11,07/150702.html,海拉尔区
1.51E+11,07/150703.html,扎赉诺尔区
1.51E+11,07/150721.html,阿荣旗
1.51E+11,07/150722.html,莫力达瓦达斡尔族自治旗
1.51E+11,07/150723.html,鄂伦春自治旗
1.51E+11,07/150724.html,鄂温克族自治旗
1.51E+11,07/150725.html,陈巴尔虎旗
1.51E+11,07/150726.html,新巴尔虎左旗
1.51E+11,07/150727.html,新巴尔虎右旗
1.51E+11,07/150781.html,满洲里市
1.51E+11,07/150782.html,牙克石市
1.51E+11,07/150783.html,扎兰屯市
1.51E+11,07/150784.html,额尔古纳市
1.51E+11,07/150785.html,根河市
1.51E+11,08/150802.html,临河区
1.51E+11,08/150821.html,五原县
1.51E+11,08/150822.html,磴口县
1.51E+11,08/150823.html,乌拉特前旗
1.51E+11,08/150824.html,乌拉特中旗
1.51E+11,08/150825.html,乌拉特后旗
1.51E+11,08/150826.html,杭锦后旗
1.51E+11,,市辖区
1.51E+11,09/150902.html,集宁区
1.51E+11,09/150921.html,卓资县
1.51E+11,09/150922.html,化德县
1.51E+11,09/150923.html,商都县
1.51E+11,09/150924.html,兴和县
1.51E+11,09/150925.html,凉城县
1.51E+11,09/150926.html,察哈尔右翼前旗
1.51E+11,09/150927.html,察哈尔右翼中旗
1.51E+11,09/150928.html,察哈尔右翼后旗
1.51E+11,09/150929.html,四子王旗
1.51E+11,09/150981.html,丰镇市
1.52E+11,22/152201.html,乌兰浩特市
1.52E+11,22/152202.html,阿尔山市
1.52E+11,22/152221.html,科尔沁右翼前旗
1.52E+11,22/152222.html,科尔沁右翼中旗
1.52E+11,22/152223.html,扎赉特旗
1.52E+11,22/152224.html,突泉县
1.53E+11,25/152501.html,二连浩特市
1.53E+11,25/152502.html,锡林浩特市
1.53E+11,25/152522.html,阿巴嘎旗
1.53E+11,25/152523.html,苏尼特左旗
1.53E+11,25/152524.html,苏尼特右旗
1.53E+11,25/152525.html,东乌珠穆沁旗
1.53E+11,25/152526.html,西乌珠穆沁旗
1.53E+11,25/152527.html,太仆寺旗
1.53E+11,25/152528.html,镶黄旗
1.53E+11,25/152529.html,正镶白旗
1.53E+11,25/152530.html,正蓝旗
1.53E+11,25/152531.html,多伦县
1.53E+11,25/152571.html,乌拉盖管委会
1.53E+11,29/152921.html,阿拉善左旗
1.53E+11,29/152922.html,阿拉善右旗
1.53E+11,29/152923.html,额济纳旗
1.53E+11,29/152971.html,内蒙古阿拉善经济开发区
2.10E+11,,市辖区
2.10E+11,01/210102.html,和平区
2.10E+11,01/210103.html,沈河区
2.10E+11,01/210104.html,大东区
2.10E+11,01/210105.html,皇姑区
2.10E+11,01/210106.html,铁西区
2.10E+11,01/210111.html,苏家屯区
2.10E+11,01/210112.html,浑南区
2.10E+11,01/210113.html,沈北新区
2.10E+11,01/210114.html,于洪区
2.10E+11,01/210115.html,辽中区
2.10E+11,01/210123.html,康平县
2.10E+11,01/210124.html,法库县
2.10E+11,01/210181.html,新民市
2.10E+11,,市辖区
2.10E+11,02/210202.html,中山区
2.10E+11,02/210203.html,西岗区
2.10E+11,02/210204.html,沙河口区
2.10E+11,02/210211.html,甘井子区
2.10E+11,02/210212.html,旅顺口区
2.10E+11,02/210213.html,金州区
2.10E+11,02/210214.html,普兰店区
2.10E+11,02/210224.html,长海县
2.10E+11,02/210281.html,瓦房店市
2.10E+11,02/210283.html,庄河市
2.10E+11,,市辖区
2.10E+11,03/210302.html,铁东区
2.10E+11,03/210303.html,铁西区
2.10E+11,03/210304.html,立山区
2.10E+11,03/210311.html,千山区
2.10E+11,03/210321.html,台安县
2.10E+11,03/210323.html,岫岩满族自治县
2.10E+11,03/210381.html,海城市
2.10E+11,,市辖区
2.10E+11,04/210402.html,新抚区
2.10E+11,04/210403.html,东洲区
2.10E+11,04/210404.html,望花区
2.10E+11,04/210411.html,顺城区
2.10E+11,04/210421.html,抚顺县
2.10E+11,04/210422.html,新宾满族自治县
2.10E+11,04/210423.html,清原满族自治县
2.11E+11,,市辖区
2.11E+11,05/210502.html,平山区
2.11E+11,05/210503.html,溪湖区
2.11E+11,05/210504.html,明山区
2.11E+11,05/210505.html,南芬区
2.11E+11,05/210521.html,本溪满族自治县
2.11E+11,05/210522.html,桓仁满族自治县
2.11E+11,,市辖区
2.11E+11,06/210602.html,元宝区
2.11E+11,06/210603.html,振兴区
2.11E+11,06/210604.html,振安区
2.11E+11,06/210624.html,宽甸满族自治县
2.11E+11,06/210681.html,东港市
2.11E+11,06/210682.html,凤城市
2.11E+11,,市辖区
2.11E+11,07/210702.html,古塔区
2.11E+11,07/210703.html,凌河区
2.11E+11,07/210711.html,太和区
2.11E+11,07/210726.html,黑山县
2.11E+11,07/210727.html,义县
2.11E+11,07/210781.html,凌海市
2.11E+11,07/210782.html,北镇市
2.11E+11,,市辖区
2.11E+11,08/210802.html,站前区
2.11E+11,08/210803.html,西市区
2.11E+11,08/210804.html,鲅鱼圈区
2.11E+11,08/210811.html,老边区
2.11E+11,08/210881.html,盖州市
2.11E+11,08/210882.html,大石桥市
2.11E+11,,市辖区
2.11E+11,09/210902.html,海州区
2.11E+11,09/210903.html,新邱区
2.11E+11,09/210904.html,太平区
2.11E+11,09/210905.html,清河门区
2.11E+11,09/210911.html,细河区
2.11E+11,09/210921.html,阜新蒙古族自治县
2.11E+11,09/210922.html,彰武县
2.11E+11,,市辖区
2.11E+11,10/211002.html,白塔区
2.11E+11,10/211003.html,文圣区
2.11E+11,10/211004.html,宏伟区
2.11E+11,10/211005.html,弓长岭区
2.11E+11,10/211011.html,太子河区
2.11E+11,10/211021.html,辽阳县
2.11E+11,10/211081.html,灯塔市
2.11E+11,,市辖区
2.11E+11,11/211102.html,双台子区
2.11E+11,11/211103.html,兴隆台区
2.11E+11,11/211104.html,大洼区
2.11E+11,11/211122.html,盘山县
2.11E+11,,市辖区
2.11E+11,12/211202.html,银州区
2.11E+11,12/211204.html,清河区
2.11E+11,12/211221.html,铁岭县
2.11E+11,12/211223.html,西丰县
2.11E+11,12/211224.html,昌图县
2.11E+11,12/211281.html,调兵山市
2.11E+11,12/211282.html,开原市
2.11E+11,,市辖区
2.11E+11,13/211302.html,双塔区
2.11E+11,13/211303.html,龙城区
2.11E+11,13/211321.html,朝阳县
2.11E+11,13/211322.html,建平县
2.11E+11,13/211324.html,喀喇沁左翼蒙古族自治县
2.11E+11,13/211381.html,北票市
2.11E+11,13/211382.html,凌源市
2.11E+11,,市辖区
2.11E+11,14/211402.html,连山区
2.11E+11,14/211403.html,龙港区
2.11E+11,14/211404.html,南票区
2.11E+11,14/211421.html,绥中县
2.11E+11,14/211422.html,建昌县
2.11E+11,14/211481.html,兴城市
2.20E+11,,市辖区
2.20E+11,01/220102.html,南关区
2.20E+11,01/220103.html,宽城区
2.20E+11,01/220104.html,朝阳区
2.20E+11,01/220105.html,二道区
2.20E+11,01/220106.html,绿园区
2.20E+11,01/220112.html,双阳区
2.20E+11,01/220113.html,九台区
2.20E+11,01/220122.html,农安县
2.20E+11,01/220171.html,长春经济技术开发区
2.20E+11,01/220172.html,长春净月高新技术产业开发区
2.20E+11,01/220173.html,长春高新技术产业开发区
2.20E+11,01/220174.html,长春汽车经济技术开发区
2.20E+11,01/220182.html,榆树市
2.20E+11,01/220183.html,德惠市
2.20E+11,,市辖区
2.20E+11,02/220202.html,昌邑区
2.20E+11,02/220203.html,龙潭区
2.20E+11,02/220204.html,船营区
2.20E+11,02/220211.html,丰满区
2.20E+11,02/220221.html,永吉县
2.20E+11,02/220271.html,吉林经济开发区
2.20E+11,02/220272.html,吉林高新技术产业开发区
2.20E+11,02/220273.html,吉林中国新加坡食品区
2.20E+11,02/220281.html,蛟河市
2.20E+11,02/220282.html,桦甸市
2.20E+11,02/220283.html,舒兰市
2.20E+11,02/220284.html,磐石市
2.20E+11,,市辖区
2.20E+11,03/220302.html,铁西区
2.20E+11,03/220303.html,铁东区
2.20E+11,03/220322.html,梨树县
2.20E+11,03/220323.html,伊通满族自治县
2.20E+11,03/220381.html,公主岭市
2.20E+11,03/220382.html,双辽市
2.20E+11,,市辖区
2.20E+11,04/220402.html,龙山区
2.20E+11,04/220403.html,西安区
2.20E+11,04/220421.html,东丰县
2.20E+11,04/220422.html,东辽县
2.21E+11,,市辖区
2.21E+11,05/220502.html,东昌区
2.21E+11,05/220503.html,二道江区
2.21E+11,05/220521.html,通化县
2.21E+11,05/220523.html,辉南县
2.21E+11,05/220524.html,柳河县
2.21E+11,05/220581.html,梅河口市
2.21E+11,05/220582.html,集安市
2.21E+11,,市辖区
2.21E+11,06/220602.html,浑江区
2.21E+11,06/220605.html,江源区
